timestep,demand_el,demand_th,demand_water,demand_f,wastewater,heat_demand_digester,electricity_demand_digester
4870,4703.196,1878.237,360.23589,0,0.095,684.2219719,112.575
4871,4703.196,1879.237,361.23589,0,0.095,693.499558,112.575
4872,4703.196,1880.237,362.23589,0,0.095,690.2313175,112.575
4873,4703.196,1881.237,363.23589,0,0.095,686.2778007,112.575
4874,4703.196,1882.237,364.23589,0,0.095,678.0017722,112.575
4875,4703.196,1883.237,365.23589,0,0.095,667.0900659,112.575
4876,4703.196,1884.237,366.23589,0,0.095,602.7268126,112.575
4877,4703.196,1885.237,367.23589,0,0.095,452.0714662,112.575
4878,4703.196,1886.237,368.23589,0,0.095,304.7370739,112.575
4879,4703.196,1887.237,369.23589,0,0.095,199.2572461,112.575
4880,4703.196,1888.237,370.23589,0,0.095,136.053691,112.575
4881,4703.196,1889.237,371.23589,0,0.095,101.1573162,112.575
4882,4703.196,1890.237,372.23589,0,0.095,97.46736719,112.575
4883,4703.196,1891.237,373.23589,0,0.095,109.1697769,112.575
4884,4703.196,1892.237,374.23589,0,0.095,127.8303761,112.575
4885,4703.196,1893.237,375.23589,0,0.095,158.8786613,112.575
4886,4703.196,1894.237,376.23589,0.062188,0.095,205.3720187,112.575
4887,4703.196,1895.237,377.23589,0.15426,0.095,271.5802465,112.575
4888,4703.196,1896.237,378.23589,0.16016,0.095,354.4459583,112.575
4889,4703.196,1897.237,379.23589,0.1036,0.095,486.6515597,112.575
4890,4703.196,1898.237,380.23589,0.084862,0.095,593.870935,112.575
4891,4703.196,1899.237,381.23589,0,0.095,633.0898215,112.575
4892,4703.196,1900.237,382.23589,0,0.095,653.9116766,112.575
4893,4703.196,1901.237,383.23589,0.062188,0.095,666.9846387,112.575
4894,4703.196,1902.237,384.23589,0.15426,0.095,679.5831789,112.575
4895,4703.196,1903.237,385.23589,0.16016,0.095,692.7615682,112.575
4896,4703.196,1904.237,386.23589,0.1036,0.095,703.620561,112.575
4897,4703.196,1905.237,387.23589,0.084862,0.095,709.3136251,112.575
4898,4703.196,1906.237,388.23589,0.052101,0.095,708.0484998,112.575
4899,4703.196,1907.237,389.23589,0.014673,0.095,700.6686018,112.575
4900,4703.196,1908.237,390.23589,0,0.095,643.8961007,112.575
4901,4703.196,1909.237,391.23589,0,0.095,509.7400977,112.575
4902,4703.196,1910.237,392.23589,0,0.095,365.673946,112.575
4903,4703.196,1911.237,393.23589,0,0.095,260.6685402,112.575
4904,4703.196,1912.237,394.23589,0,0.095,193.4060412,112.575
4905,4703.196,1913.237,395.23589,0,0.095,151.287909,112.575
4906,4703.196,1914.237,396.23589,0,0.095,133.4707267,112.575
4907,4703.196,1915.237,397.23589,0,0.095,132.838164,112.575
4908,4703.196,1916.237,398.23589,0,0.095,145.5948449,112.575
4909,4703.196,1917.237,399.23589,0,0.095,170.9500659,112.575
4910,4703.196,1918.237,400.23589,0,0.095,213.911615,112.575
4911,4703.196,1919.237,401.23589,0,0.095,277.0097429,112.575
4912,4703.196,1920.237,402.23589,0,0.095,353.3916872,112.575
4913,4703.196,1921.237,403.23589,0,0.095,486.3879919,112.575
4914,4703.196,1922.237,404.23589,0,0.095,587.7034488,112.575
4915,4703.196,1923.237,405.23589,0,0.095,619.4370102,112.575
4916,4703.196,1924.237,406.23589,0.062188,0.095,639.2573077,112.575
4917,4703.196,1925.237,407.23589,0.15426,0.095,645.6356481,112.575
4918,4703.196,1926.237,408.23589,0.16016,0.095,651.961275,112.575
4919,4703.196,1927.237,409.23589,0.1036,0.095,661.0280068,112.575
4920,4703.196,1928.237,410.23589,0.084862,0.095,666.5629303,112.575
4921,4703.196,1929.237,411.23589,0,0.095,664.6652422,112.575
4922,4703.196,1930.237,412.23589,0,0.095,658.2341883,112.575
4923,4703.196,1931.237,413.23589,0.062188,0.095,655.4930833,112.575
4924,4703.196,1932.237,414.23589,0.15426,0.095,623.4432405,112.575
4925,4703.196,1933.237,415.23589,0.16016,0.095,488.760102,112.575
4926,4703.196,1934.237,416.23589,0.1036,0.095,342.9016893,112.575
4927,4703.196,1935.237,417.23589,0.084862,0.095,229.9892499,112.575
4928,4703.196,1936.237,418.23589,0.052101,0.095,156.2429834,112.575
4929,4703.196,1937.237,419.23589,0.014673,0.095,115.0736953,112.575
4930,4703.196,1938.237,420.23589,0,0.095,100.3138993,112.575
4931,4703.196,1939.237,421.23589,0,0.095,111.7527412,112.575
4932,4703.196,1940.237,422.23589,0,0.095,139.269218,112.575
4933,4703.196,1941.237,423.23589,0,0.095,175.694286,112.575
4934,4703.196,1942.237,424.23589,0,0.095,222.4512112,112.575
4935,4703.196,1943.237,425.23589,0,0.095,288.5540119,112.575
4936,4703.196,1944.237,426.23589,0,0.095,369.8910306,112.575
4937,4703.196,1945.237,427.23589,0,0.095,513.2191925,112.575
4938,4703.196,1946.237,428.23589,0,0.095,619.1734424,112.575
4939,4703.196,1947.237,429.23589,0,0.095,670.3583064,112.575
4940,4703.196,1948.237,430.23589,0,0.095,708.1539269,112.575
4941,4703.196,1949.237,431.23589,0,0.095,734.7742733,112.575
4942,4703.196,1950.237,432.23589,0,0.095,756.9139673,112.575
4943,4703.196,1951.237,433.23589,0,0.095,774.7838631,112.575
4944,4703.196,1952.237,434.23589,0,0.095,788.9110965,112.575
4945,4703.196,1953.237,435.23589,0,0.095,798.610391,112.575
4946,4703.196,1954.237,436.23589,0.062188,0.095,788.96381,112.575
4947,4703.196,1955.237,437.23589,0.15426,0.095,768.6690905,112.575
4948,4703.196,1956.237,438.23589,0.16016,0.095,695.8189545,112.575
4949,4703.196,1957.237,439.23589,0.1036,0.095,549.4861198,112.575
4950,4703.196,1958.237,440.23589,0.084862,0.095,386.2322333,112.575
4951,4703.196,1959.237,441.23589,0,0.095,250.811105,112.575
4952,4703.196,1960.237,442.23589,0,0.095,144.1715788,112.575
4953,4703.196,1961.237,443.23589,0.062188,0.095,83.86726944,112.575
4954,4703.196,1962.237,444.23589,0.15426,0.095,63.78340416,112.575
4955,4703.196,1963.237,445.23589,0.16016,0.095,72.79742244,112.575
4956,4703.196,1964.237,446.23589,0.1036,0.095,106.8503804,112.575
4957,4703.196,1965.237,447.23589,0.084862,0.095,159.511224,112.575
4958,4703.196,1966.237,448.23589,0.052101,0.095,224.2961857,112.575
4959,4703.196,1967.237,449.23589,0.014673,0.095,302.7866723,112.575
4960,4703.196,1968.237,450.23589,0,0.095,394.6136889,112.575
4961,4703.196,1969.237,451.23589,0,0.095,515.3277348,112.575
4962,4703.196,1970.237,452.23589,0,0.095,608.1035954,112.575
4963,4703.196,1971.237,453.23589,0,0.095,648.1658988,112.575
4964,4703.196,1972.237,454.23589,0,0.095,670.7800149,112.575
4965,4703.196,1973.237,455.23589,0,0.095,688.6499107,112.575
4966,4703.196,1974.237,456.23589,0,0.095,703.146139,112.575
4967,4703.196,1975.237,457.23589,0,0.095,714.9539758,112.575
4968,4703.196,1976.237,458.23589,0,0.095,730.6099022,112.575
4969,4703.196,1977.237,459.23589,0,0.095,739.571207,112.575
4970,4703.196,1978.237,460.23589,0,0.095,746.3185423,112.575
4971,4703.196,1979.237,461.23589,0,0.095,748.848793,112.575
4972,4703.196,1980.237,462.23589,0,0.095,653.384541,112.575
4973,4703.196,1981.237,463.23589,0,0.095,511.1633638,112.575
4974,4703.196,1982.237,464.23589,0,0.095,358.5049022,112.575
4975,4703.196,1983.237,465.23589,0,0.095,251.285527,112.575
4976,4703.196,1984.237,466.23589,0.062188,0.095,180.6493604,112.575
4977,4703.196,1985.237,467.23589,0.15426,0.095,145.2785635,112.575
4978,4703.196,1986.237,468.23589,0.16016,0.095,137.2133893,112.575
4979,4703.196,1987.237,469.23589,0.1036,0.095,145.1731364,112.575
4980,4703.196,1988.237,470.23589,0.084862,0.095,159.985646,112.575
4981,4703.196,1989.237,471.23589,0,0.095,189.1889566,112.575
4982,4703.196,1990.237,472.23589,0,0.095,236.6838716,112.575
4983,4703.196,1991.237,473.23589,0.062188,0.095,302.9975266,112.575
4984,4703.196,1992.237,474.23589,0.15426,0.095,382.8585657,112.575
4985,4703.196,1993.237,475.23589,0.16016,0.095,484.9120123,112.575
4986,4703.196,1994.237,476.23589,0.1036,0.095,563.4552125,112.575
4987,4703.196,1995.237,477.23589,0.084862,0.095,606.4167616,112.575
4988,4703.196,1996.237,478.23589,0.052101,0.095,645.1612261,112.575
4989,4703.196,1997.237,479.23589,0.014673,0.095,675.049813,112.575
4990,4703.196,1998.237,480.23589,0,0.095,693.9212665,112.575
4991,4703.196,1999.237,481.23589,0,0.095,707.5740778,112.575
4992,4703.196,2000.237,482.23589,0,0.095,709.1554845,112.575
4993,4703.196,2001.237,483.23589,0,0.095,712.423725,112.575
4994,4703.196,2002.237,484.23589,0,0.095,712.7400064,112.575
4995,4703.196,2003.237,485.23589,0,0.095,709.1554845,112.575
4996,4703.196,2004.237,486.23589,0,0.095,649.5891649,112.575
4997,4703.196,2005.237,487.23589,0,0.095,532.5123544,112.575
4998,4703.196,2006.237,488.23589,0,0.095,401.2028835,112.575
4999,4703.196,2007.237,489.23589,0,0.095,290.5044135,112.575
5000,4703.196,2008.237,490.23589,0,0.095,215.1767403,112.575
5001,4703.196,1809.237,491.23589,0,0.095,172.2679048,112.575
5002,4703.196,1810.237,492.23589,0,0.095,158.9313748,112.575
5003,4703.196,1811.237,493.23589,0,0.095,160.3019273,112.575
5004,4703.196,1812.237,494.23589,0,0.095,171.7407692,112.575
5005,4703.196,1813.237,495.23589,0,0.095,198.4665427,112.575
5006,4703.196,1814.237,496.23589,0.062188,0.095,250.0731152,112.575
5007,4703.196,1815.237,497.23589,0.15426,0.095,322.817824,112.575
5008,4703.196,1816.237,498.23589,0.16016,0.095,404.3129834,112.575
5009,4703.196,1817.237,499.23589,0.1036,0.095,504.7323098,112.575
5010,4703.196,1818.237,500.23589,0.084862,0.095,588.0724437,112.575
5011,4703.196,1819.237,501.23589,0,0.095,639.099167,112.575
5012,4703.196,1820.237,502.23589,0,0.095,676.2622248,112.575
5013,4703.196,1821.237,503.23589,0.062188,0.095,697.6112155,112.575
5014,4703.196,1822.237,504.23589,0.15426,0.095,706.6779473,112.575
5015,4703.196,1823.237,505.23589,0.16016,0.095,713.6361368,112.575
5016,4703.196,1824.237,506.23589,0.1036,0.095,718.1695027,112.575
5017,4703.196,1825.237,507.23589,0.084862,0.095,721.8594517,112.575
5018,4703.196,1826.237,508.23589,0.052101,0.095,724.4951296,112.575
5019,4703.196,1827.237,509.23589,0.014673,0.095,725.8656821,112.575
5020,4703.196,1828.237,510.23589,0,0.095,683.3258415,112.575
5021,4703.196,1829.237,511.23589,0,0.095,572.7855121,112.575
5022,4703.196,1830.237,512.23589,0,0.095,425.8201147,112.575
5023,4703.196,1831.237,513.23589,0,0.095,269.6298449,112.575
5024,4703.196,1832.237,514.23589,0,0.095,162.4104696,112.575
5025,4703.196,1833.237,515.23589,0,0.095,97.30922652,112.575
5026,4703.196,1834.237,516.23589,0,0.095,61.88571611,112.575
5027,4703.196,1835.237,517.23589,0,0.095,52.97712495,112.575
5028,4703.196,1836.237,518.23589,0,0.095,69.68732257,112.575
5029,4703.196,1837.237,519.23589,0,0.095,112.5961581,112.575
5030,4703.196,1838.237,520.23589,0,0.095,180.5966468,112.575
5031,4703.196,1839.237,521.23589,0,0.095,272.6872312,112.575
5032,4703.196,1840.237,522.23589,0,0.095,374.0026881,112.575
5033,4703.196,1841.237,523.23589,0,0.095,489.1818104,112.575
5034,4703.196,1842.237,524.23589,0,0.095,575.6847577,112.575
5035,4703.196,1843.237,525.23589,0,0.095,612.6369613,112.575
5036,4703.196,1844.237,526.23589,0.062188,0.095,631.8246961,112.575
5037,4703.196,1845.237,527.23589,0.15426,0.095,656.2310731,112.575
5038,4703.196,1846.237,528.23589,0.16016,0.095,667.4063472,112.575
5039,4703.196,1847.237,529.23589,0.1036,0.095,664.8233829,112.575
5040,4703.196,1848.237,530.23589,0.084862,0.095,648.5348937,112.575
5041,4703.196,1849.237,531.23589,0,0.095,632.5626859,112.575
5042,4703.196,1850.237,532.23589,0,0.095,622.9688185,112.575
5043,4703.196,1851.237,533.23589,0.062188,0.095,625.5517828,112.575
5044,4703.196,1852.237,534.23589,0.15426,0.095,595.2414875,112.575
5045,4703.196,1853.237,535.23589,0.16016,0.095,452.4404611,112.575
5046,4703.196,1854.237,536.23589,0.1036,0.095,289.0811475,112.575
5047,4703.196,1855.237,537.23589,0.084862,0.095,158.8259477,112.575
5048,4703.196,1856.237,538.23589,0.052101,0.095,69.00204632,112.575
5049,4703.196,1857.237,539.23589,0.014673,0.095,13.33652996,112.575
5050,4703.196,1858.237,540.23589,0,0.095,-8.065174245,112.575
5051,4703.196,1859.237,541.23589,0,0.095,-5.218642159,112.575
5052,4703.196,1860.237,542.23589,0,0.095,19.50401615,112.575
5053,4703.196,1861.237,543.23589,0,0.095,68.00048874,112.575
5054,4703.196,1862.237,544.23589,0,0.095,134.5777114,112.575
5055,4703.196,1863.237,545.23589,0,0.095,219.5519656,112.575
5056,4703.196,1864.237,546.23589,0,0.095,316.1759158,112.575
5057,4703.196,1865.237,547.23589,0,0.095,439.2093583,112.575
5058,4703.196,1866.237,548.23589,0,0.095,527.3464258,112.575
5059,4703.196,1867.237,549.23589,0,0.095,573.154507,112.575
5060,4703.196,1868.237,550.23589,0,0.095,613.2168104,112.575
5061,4703.196,1869.237,551.23589,0,0.095,635.8309265,112.575
5062,4703.196,1870.237,552.23589,0,0.095,652.3829834,112.575
5063,4703.196,1871.237,553.23589,0,0.095,663.7163982,112.575
5064,4703.196,1872.237,554.23589,0,0.095,670.6218742,112.575
5065,4703.196,1873.237,555.23589,0,0.095,671.359864,112.575
5066,4703.196,1874.237,556.23589,0.062188,0.095,665.6667998,112.575
5067,4703.196,1875.237,557.23589,0.15426,0.095,658.2869018,112.575
5068,4703.196,1876.237,558.23589,0.16016,0.095,608.6834445,112.575
5069,4703.196,1877.237,559.23589,0.1036,0.095,458.3443795,112.575
5070,4703.196,1878.237,560.23589,0.084862,0.095,283.1772291,112.575
5071,4703.196,1879.237,561.23589,0,0.095,148.7576583,112.575
5072,4703.196,1880.237,562.23589,0,0.095,77.80521037,112.575
5073,4703.196,1881.237,563.23589,0.062188,0.095,41.06386103,112.575
5074,4703.196,1882.237,564.23589,0.15426,0.095,23.98466851,112.575
5075,4703.196,1883.237,565.23589,0.16016,0.095,18.81873991,112.575
5076,4703.196,1884.237,566.23589,0.1036,0.095,30.83743094,112.575
5077,4703.196,1885.237,567.23589,0.084862,0.095,61.30586698,112.575
5078,4703.196,1886.237,568.23589,0.052101,0.095,109.8023396,112.575
5079,4703.196,1887.237,569.23589,0.014673,0.095,177.8028283,112.575
5080,4703.196,1888.237,570.23589,0,0.095,260.088691,112.575
5081,4703.196,1889.237,571.23589,0,0.095,385.3361028,112.575
5082,4703.196,1890.237,572.23589,0,0.095,474.1584467,112.575
5083,4703.196,1891.237,573.23589,0,0.095,512.3757756,112.575
5084,4703.196,1892.237,574.23589,0,0.095,534.7263238,112.575
5085,4703.196,1893.237,575.23589,0,0.095,556.5497365,112.575
5086,4703.196,1894.237,576.23589,0,0.095,585.0677709,112.575
5087,4703.196,1895.237,577.23589,0,0.095,620.9657033,112.575
5088,4703.196,1896.237,578.23589,0,0.095,648.0604717,112.575
5089,4703.196,1897.237,579.23589,0,0.095,669.3040353,112.575
5090,4703.196,1898.237,580.23589,0,0.095,685.7506651,112.575
5091,4703.196,1899.237,581.23589,0,0.095,695.8716681,112.575
5092,4703.196,1900.237,582.23589,0,0.095,618.2773119,112.575
5093,4703.196,1901.237,583.23589,0,0.095,476.8468381,112.575
5094,4703.196,1902.237,584.23589,0,0.095,336.9977709,112.575
5095,4703.196,1903.237,585.23589,0,0.095,227.5644263,112.575
5096,4703.196,1904.237,586.23589,0.062188,0.095,164.7298661,112.575
5097,4703.196,1905.237,587.23589,0.15426,0.095,128.2520846,112.575
5098,4703.196,1906.237,588.23589,0.16016,0.095,117.3930918,112.575
5099,4703.196,1907.237,589.23589,0.1036,0.095,132.3110285,112.575
5100,4703.196,1908.237,590.23589,0.084862,0.095,162.8848916,112.575
5101,4703.196,1909.237,591.23589,0,0.095,206.9007119,112.575
5102,4703.196,1910.237,592.23589,0,0.095,267.943011,112.575
5103,4703.196,1911.237,593.23589,0.062188,0.095,342.8489758,112.575
5104,4703.196,1912.237,594.23589,0.15426,0.095,426.8743859,112.575
5105,4703.196,1913.237,595.23589,0.16016,0.095,531.5107968,112.575
5106,4703.196,1914.237,596.23589,0.1036,0.095,610.8974139,112.575
5107,4703.196,1915.237,597.23589,0.084862,0.095,662.1349915,112.575
5108,4703.196,1916.237,598.23589,0.052101,0.095,692.2344326,112.575
5109,4703.196,1917.237,599.23589,0.014673,0.095,713.5834233,112.575
5110,4703.196,1918.237,600.23589,0,0.095,732.665731,112.575
5111,4703.196,1919.237,601.23589,0,0.095,748.374371,112.575
5112,4703.196,1920.237,602.23589,0,0.095,758.1263791,112.575
5113,4703.196,1921.237,603.23589,0,0.095,755.8069826,112.575
5114,4703.196,1922.237,604.23589,0,0.095,755.7015554,112.575
5115,4703.196,1923.237,605.23589,0,0.095,754.6472843,112.575
5116,4703.196,1924.237,606.23589,0,0.095,698.8763408,112.575
5117,4703.196,1925.237,607.23589,0,0.095,590.2864131,112.575
5118,4703.196,1926.237,608.23589,0,0.095,469.4669401,112.575
5119,4703.196,1927.237,609.23589,0,0.095,343.6396791,112.575
5120,4703.196,1928.237,610.23589,0,0.095,259.9832639,112.575
5121,4703.196,1929.237,611.23589,0,0.095,211.2232235,112.575
5122,4703.196,1930.237,612.23589,0,0.095,200.100663,112.575
5123,4703.196,1931.237,613.23589,0,0.095,206.0045814,112.575
5124,4703.196,1932.237,614.23589,0,0.095,224.4016128,112.575
5125,4703.196,1933.237,615.23589,0,0.095,254.3956269,112.575
5126,4703.196,1934.237,616.23589,0.062188,0.095,302.2068232,112.575
5127,4703.196,1935.237,617.23589,0.15426,0.095,373.2646982,112.575
5128,4703.196,1936.237,618.23589,0.16016,0.095,458.6606608,112.575
5129,4703.196,1937.237,619.23589,0.1036,0.095,554.704762,112.575
5130,4703.196,1938.237,620.23589,0.084862,0.095,617.4866086,112.575
5131,4703.196,1939.237,621.23589,0,0.095,652.910119,112.575
5132,4703.196,1940.237,622.23589,0,0.095,672.0978538,112.575
5133,4703.196,1941.237,623.23589,0.062188,0.095,685.5925244,112.575
5134,4703.196,1942.237,624.23589,0.15426,0.095,700.879456,112.575
5135,4703.196,1943.237,625.23589,0.16016,0.095,713.6888504,112.575
5136,4703.196,1944.237,626.23589,0.1036,0.095,716.8516638,112.575
5137,4703.196,1945.237,627.23589,0.084862,0.095,721.3323162,112.575
5138,4703.196,1946.237,628.23589,0.052101,0.095,722.6501551,112.575
5139,4703.196,1947.237,629.23589,0.014673,0.095,721.0687484,112.575
5140,4703.196,1948.237,630.23589,0,0.095,667.8807692,112.575
5141,4703.196,1949.237,631.23589,0,0.095,580.534405,112.575
5142,4703.196,1950.237,632.23589,0,0.095,484.6484445,112.575
5143,4703.196,1951.237,633.23589,0,0.095,380.433742,112.575
5144,4703.196,1952.237,634.23589,0,0.095,282.702807,112.575
5145,4703.196,1953.237,635.23589,0,0.095,213.3844794,112.575
5146,4703.196,1954.237,636.23589,0,0.095,176.5377029,112.575
5147,4703.196,1955.237,637.23589,0,0.095,178.4881045,112.575
5148,4703.196,1956.237,638.23589,0,0.095,211.6976456,112.575
5149,4703.196,1957.237,639.23589,0,0.095,256.6095963,112.575
5150,4703.196,1958.237,640.23589,0,0.095,310.5355652,112.575
5151,4703.196,1959.237,641.23589,0,0.095,375.4259541,112.575
5152,4703.196,1960.237,642.23589,0,0.095,449.0140799,112.575
5153,4703.196,1961.237,643.23589,0,0.095,534.1464747,112.575
5154,4703.196,1962.237,644.23589,0,0.095,592.9220909,112.575
5155,4703.196,1963.237,645.23589,0,0.095,633.5642435,112.575
5156,4703.196,1964.237,646.23589,0.062188,0.095,660.7117254,112.575
5157,4703.196,1965.237,647.23589,0.15426,0.095,675.4715214,112.575
5158,4703.196,1966.237,648.23589,0.16016,0.095,686.4886549,112.575
5159,4703.196,1967.237,649.23589,0.1036,0.095,687.5956396,112.575
5160,4703.196,1968.237,650.23589,0.084862,0.095,682.0080025,112.575
5161,4703.196,1969.237,651.23589,0,0.095,674.4699639,112.575
5162,4703.196,1970.237,652.23589,0,0.095,666.9846387,112.575
5163,4703.196,1971.237,653.23589,0.062188,0.095,660.2373034,112.575
5164,4703.196,1972.237,654.23589,0.15426,0.095,629.9270081,112.575
5165,4703.196,1973.237,655.23589,0.16016,0.095,525.8177327,112.575
5166,4703.196,1974.237,656.23589,0.1036,0.095,407.581224,112.575
5167,4703.196,1975.237,657.23589,0.084862,0.095,285.2857713,112.575
5168,4703.196,1976.237,658.23589,0.052101,0.095,188.8199617,112.575
5169,4703.196,1977.237,659.23589,0.014673,0.095,119.6070612,112.575
5170,4703.196,1978.237,660.23589,0,0.095,83.28742031,112.575
5171,4703.196,1979.237,661.23589,0,0.095,84.76339991,112.575
5172,4703.196,1980.237,662.23589,0,0.095,109.8550531,112.575
5173,4703.196,1981.237,663.23589,0,0.095,148.6522312,112.575
5174,4703.196,1982.237,664.23589,0,0.095,201.2076477,112.575
5175,4703.196,1983.237,665.23589,0,0.095,264.5166298,112.575
5176,4703.196,1984.237,666.23589,0,0.095,343.7451062,112.575
5177,4703.196,1985.237,667.23589,0,0.095,460.189354,112.575
5178,4703.196,1986.237,668.23589,0,0.095,543.5294879,112.575
5179,4703.196,1987.237,669.23589,0,0.095,585.3313387,112.575
5180,4703.196,1988.237,670.23589,0,0.095,610.053997,112.575
5181,4703.196,1989.237,671.23589,0,0.095,617.4866086,112.575
5182,4703.196,1990.237,672.23589,0,0.095,619.1734424,112.575
5183,4703.196,1991.237,673.23589,0,0.095,628.8727369,112.575
5184,4703.196,1992.237,674.23589,0,0.095,640.9441415,112.575
5185,4703.196,1993.237,675.23589,0,0.095,650.643436,112.575
5186,4703.196,1994.237,676.23589,0.062188,0.095,658.3923289,112.575
5187,4703.196,1995.237,677.23589,0.15426,0.095,671.0435826,112.575
5188,4703.196,1996.237,678.23589,0.16016,0.095,639.2045941,112.575
5189,4703.196,1997.237,679.23589,0.1036,0.095,544.6364726,112.575
5190,4703.196,1998.237,680.23589,0.084862,0.095,430.4061942,112.575
5191,4703.196,1999.237,681.23589,0,0.095,298.4114471,112.575
5192,4703.196,2000.237,682.23589,0,0.095,192.7734785,112.575
5193,4703.196,2001.237,683.23589,0.062188,0.095,123.560578,112.575
5194,4703.196,2002.237,684.23589,0.15426,0.095,91.93244369,112.575
5195,4703.196,2003.237,685.23589,0.16016,0.095,90.82545899,112.575
5196,4703.196,2004.237,686.23589,0.1036,0.095,112.490731,112.575
5197,4703.196,2005.237,687.23589,0.084862,0.095,151.287909,112.575
5198,4703.196,2006.237,688.23589,0.052101,0.095,203.8433255,112.575
5199,4703.196,2007.237,689.23589,0.014673,0.095,272.3709498,112.575
5200,4703.196,2008.237,690.23589,0,0.095,354.8676668,112.575
5201,4703.196,1809.237,691.23589,0,0.095,460.6110625,112.575
5202,4703.196,1810.237,692.23589,0,0.095,538.5216999,112.575
5203,4703.196,1811.237,693.23589,0,0.095,591.9205333,112.575
5204,4703.196,1812.237,694.23589,0,0.095,621.6509796,112.575
5205,4703.196,1813.237,695.23589,0,0.095,645.1085125,112.575
5206,4703.196,1814.237,696.23589,0,0.095,657.8124798,112.575
5207,4703.196,1815.237,697.23589,0,0.095,665.403232,112.575
5208,4703.196,1816.237,698.23589,0,0.095,673.8374012,112.575
5209,4703.196,1817.237,699.23589,0,0.095,679.6358925,112.575
5210,4703.196,1818.237,700.23589,0,0.095,679.9521738,112.575
5211,4703.196,1819.237,701.23589,0,0.095,680.5320229,112.575
5212,4703.196,1820.237,702.23589,0,0.095,653.5953952,112.575
5213,4703.196,1821.237,703.23589,0,0.095,555.7063196,112.575
5214,4703.196,1822.237,704.23589,0,0.095,449.4885019,112.575
5215,4703.196,1823.237,705.23589,0,0.095,337.6830472,112.575
5216,4703.196,1824.237,706.23589,0.062188,0.095,261.6173842,112.575
5217,4703.196,1825.237,707.23589,0.15426,0.095,208.8511135,112.575
5218,4703.196,1826.237,708.23589,0.16016,0.095,176.4322758,112.575
5219,4703.196,1827.237,709.23589,0.1036,0.095,161.9360476,112.575
5220,4703.196,1828.237,710.23589,0.084862,0.095,171.7934828,112.575
5221,4703.196,1829.237,711.23589,0,0.095,204.265034,112.575
5222,4703.196,1830.237,712.23589,0,0.095,260.3522588,112.575
5223,4703.196,1831.237,713.23589,0.062188,0.095,339.0535997,112.575
5224,4703.196,1832.237,50.3267,0.15426,0.095,433.5162941,112.575
5225,4703.196,1833.237,51.3267,0.16016,0.095,540.5775287,112.575
5226,4703.196,1834.237,52.3267,0.1036,0.095,607.0493243,112.575
5227,4703.196,1835.237,53.3267,0.084862,0.095,654.807807,112.575
5228,4703.196,1836.237,54.3267,0.052101,0.095,687.7537803,112.575
5229,4703.196,1837.237,55.3267,0.014673,0.095,694.5011156,112.575
5230,4703.196,1838.237,56.3267,0,0.095,699.9833255,112.575
5231,4703.196,1839.237,57.3267,0,0.095,713.372569,112.575
5232,4703.196,1840.237,58.3267,0,0.095,729.450204,112.575
5233,4703.196,1841.237,59.3267,0,0.095,744.1045729,112.575
5234,4703.196,1842.237,60.3267,0,0.095,755.7015554,112.575
5235,4703.196,1843.237,61.3267,0,0.095,765.0845686,112.575
5236,4703.196,1844.237,62.3267,0,0.095,727.4998024,112.575
5237,4703.196,1845.237,63.3267,0,0.095,617.6974628,112.575
5238,4703.196,1846.237,64.3267,0,0.095,498.5648236,112.575
5239,4703.196,1847.237,65.3267,0,0.095,382.226003,112.575
5240,4703.196,1848.237,66.3267,0,0.095,285.9710476,112.575
5241,4703.196,1849.237,67.3267,0,0.095,218.6558351,112.575
5242,4703.196,1850.237,68.3267,0,0.095,182.0199129,112.575
5243,4703.196,1851.237,69.3267,0,0.095,174.9035827,112.575
5244,4703.196,1852.237,70.3267,0,0.095,198.8355376,112.575
5245,4703.196,1853.237,71.3267,0,0.095,243.8002019,112.575
5246,4703.196,1854.237,72.3267,0.062188,0.095,304.3153655,112.575
5247,4703.196,1855.237,73.3267,0.15426,0.095,377.4290693,112.575
5248,4703.196,1856.237,74.3267,0.16016,0.095,463.7211623,112.575
5249,4703.196,1857.237,75.3267,0.1036,0.095,562.7172227,112.575
5250,4703.196,1858.237,76.3267,0.084862,0.095,624.2339439,112.575
5251,4703.196,1859.237,77.3267,0,0.095,668.9350404,112.575
5252,4703.196,1860.237,78.3267,0,0.095,695.5553867,112.575
5253,4703.196,1861.237,79.3267,0.062188,0.095,711.1585996,112.575
5254,4703.196,1862.237,80.3267,0.15426,0.095,718.1167892,112.575
5255,4703.196,1863.237,81.3267,0.16016,0.095,722.5974415,112.575
5256,4703.196,1864.237,82.3267,0.1036,0.095,729.924626,112.575
5257,4703.196,1865.237,83.3267,0.084862,0.095,737.778946,112.575
5258,4703.196,1866.237,84.3267,0.052101,0.095,744.6317084,112.575
5259,4703.196,1867.237,85.3267,0.014673,0.095,747.7418083,112.575
5260,4703.196,1868.237,86.3267,0,0.095,688.6499107,112.575
5261,4703.196,1869.237,87.3267,0,0.095,553.6504909,112.575
5262,4703.196,1870.237,88.3267,0,0.095,419.2836337,112.575
5263,4703.196,1871.237,89.3267,0,0.095,295.3013472,112.575
5264,4703.196,1872.237,90.3267,0,0.095,203.2107629,112.575
5265,4703.196,1873.237,91.3267,0,0.095,146.5964025,112.575
5266,4703.196,1874.237,92.3267,0,0.095,124.8257034,112.575
5267,4703.196,1875.237,93.3267,0,0.095,134.5249979,112.575
