timestep,demand_water,demand_f,wastewater,temperature,demand_electricity
4501,230.2893,0,0.095,31.489,40.6
4502,231.2893,0,0.095,30.736,40.6
4503,232.2893,0.062188,0.095,29.694,40.6
4504,233.2893,0.15426,0.095,28.466,40.6
4505,234.2893,0.16016,0.095,26.244,40.6
4506,235.2893,0.1036,0.095,23.971,40.6
4507,236.2893,0.084862,0.095,23.18,40.6
4508,237.2893,0.052101,0.095,22.652,40.6
4509,238.2893,0.014673,0.095,22.212,40.6
4510,239.2893,0,0.095,21.733,40.6
4511,240.2893,0,0.095,21.445,40.6
4512,241.2893,0,0.095,21.157,40.6
4513,242.2893,0,0.095,20.923,40.6
4514,243.2893,0,0.095,20.831,40.6
4515,244.2893,0,0.095,20.822,40.6
4516,245.2893,0,0.095,22.339,40.6
4517,246.2893,0,0.095,24.311,40.6
4518,247.2893,0,0.095,26.744,40.6
4519,248.2893,0,0.095,28.891,40.6
4520,249.2893,0,0.095,30.722,40.6
4521,250.2893,0,0.095,31.946,40.6
4522,251.2893,0,0.095,32.467,40.6
4523,252.2893,0,0.095,32.414,40.6
4524,253.2893,0,0.095,32.026,40.6
4525,254.2893,0,0.095,31.414,40.6
4526,255.2893,0.062188,0.095,30.496,40.6
4527,256.2893,0.15426,0.095,29.219,40.6
4528,257.2893,0.16016,0.095,27.73,40.6
4529,258.2893,0.1036,0.095,25.793,40.6
4530,259.2893,0.084862,0.095,23.729,40.6
4531,260.2893,0,0.095,23.04,40.6
4532,261.2893,0,0.095,22.698,40.6
4533,262.2893,0.062188,0.095,22.733,40.6
4534,263.2893,0.15426,0.095,22.594,40.6
4535,264.2893,0.16016,0.095,22.297,40.6
4536,265.2893,0.1036,0.095,22.079,40.6
4537,266.2893,0.084862,0.095,21.899,40.6
4538,267.2893,0.052101,0.095,21.803,40.6
4539,268.2893,0.014673,0.095,21.76,40.6
4540,269.2893,0,0.095,23.122,40.6
4541,270.2893,0,0.095,25.422,40.6
4542,271.2893,0,0.095,27.812,40.6
4543,272.2893,0,0.095,29.876,40.6
4544,273.2893,0,0.095,31.384,40.6
4545,274.2893,0,0.095,32.318,40.6
4546,275.2893,0,0.095,32.648,40.6
4547,276.2893,0,0.095,32.539,40.6
4548,277.2893,0,0.095,32.204,40.6
4549,0,0,0.095,31.625,40.6
4550,0,0,0.095,30.707,40.6
4551,0,0,0.095,29.39,40.6
4552,0,0,0.095,27.88,40.6
4553,0,0,0.095,25.827,40.6
4554,0,0,0.095,23.834,40.6
4555,0,0,0.095,23.013,40.6
4556,0,0.062188,0.095,22.755,40.6
4557,0,0.15426,0.095,22.576,40.6
4558,0,0.16016,0.095,22.319,40.6
4559,0,0.1036,0.095,22.132,40.6
4560,50.23589,0.084862,0.095,22.048,40.6
4561,51.23589,0,0.095,22.065,40.6
4562,52.23589,0,0.095,22.113,40.6
4563,53.23589,0.062188,0.095,22.194,40.6
4564,54.23589,0.15426,0.095,23.087,40.6
4565,55.23589,0.16016,0.095,25.123,40.6
4566,56.23589,0.1036,0.095,27.845,40.6
4567,57.23589,0.084862,0.095,30.711,40.6
4568,58.23589,0.052101,0.095,32.868,40.6
4569,59.23589,0.014673,0.095,33.786,40.6
4570,60.23589,0,0.095,34,40.6
4571,61.23589,0,0.095,33.628,40.6
4572,62.23589,0,0.095,32.816,40.6
4573,63.23589,0,0.095,31.803,40.6
4574,64.23589,0,0.095,30.685,40.6
4575,65.23589,0,0.095,29.41,40.6
4576,66.23589,0,0.095,28.182,40.6
4577,67.23589,0,0.095,26.381,40.6
4578,68.23589,0,0.095,24.571,40.6
4579,69.23589,0,0.095,23.71,40.6
4580,70.23589,0,0.095,23.244,40.6
4581,71.23589,0,0.095,22.857,40.6
4582,72.23589,0,0.095,22.584,40.6
4583,73.23589,0,0.095,22.29,40.6
4584,74.23589,0,0.095,22.106,40.6
4585,75.23589,0,0.095,22.114,40.6
4586,76.23589,0.062188,0.095,22.39,40.6
4587,77.23589,0.15426,0.095,22.805,40.6
4588,78.23589,0.16016,0.095,23.996,40.6
4589,79.23589,0.1036,0.095,26.163,40.6
4590,80.23589,0.084862,0.095,28.805,40.6
4591,81.23589,0,0.095,31.383,40.6
4592,82.23589,0,0.095,32.915,40.6
4593,83.23589,0.062188,0.095,33.633,40.6
4594,84.23589,0.15426,0.095,33.785,40.6
4595,85.23589,0.16016,0.095,33.49,40.6
4596,86.23589,0.1036,0.095,32.944,40.6
4597,87.23589,0.084862,0.095,32.273,40.6
4598,88.23589,0.052101,0.095,31.512,40.6
4599,89.23589,0.014673,0.095,30.585,40.6
4600,90.23589,0,0.095,29.542,40.6
4601,91.23589,0,0.095,26.941,40.6
4602,92.23589,0,0.095,25.311,40.6
4603,93.23589,0,0.095,24.927,40.6
4604,94.23589,0,0.095,24.931,40.6
4605,95.23589,0,0.095,24.91,40.6
4606,96.23589,0,0.095,24.489,40.6
4607,97.23589,0,0.095,24.098,40.6
4608,98.23589,0,0.095,23.808,40.6
4609,99.23589,0,0.095,23.715,40.6
4610,100.23589,0,0.095,23.512,40.6
4611,101.23589,0,0.095,23.111,40.6
4612,102.23589,0,0.095,24.077,40.6
4613,103.23589,0,0.095,26.473,40.6
4614,104.23589,0,0.095,28.926,40.6
4615,105.23589,0,0.095,30.97,40.6
4616,106.23589,0.062188,0.095,32.229,40.6
4617,107.23589,0.15426,0.095,32.877,40.6
4618,108.23589,0.16016,0.095,32.895,40.6
4619,109.23589,0.1036,0.095,32.529,40.6
4620,110.23589,0.084862,0.095,31.972,40.6
4621,111.23589,0,0.095,31.167,40.6
4622,112.23589,0,0.095,30.139,40.6
4623,113.23589,0.062188,0.095,28.741,40.6
4624,114.23589,0.15426,0.095,27.206,40.6
4625,115.23589,0.16016,0.095,25.472,40.6
4626,116.23589,0.1036,0.095,23.879,40.6
4627,117.23589,0.084862,0.095,22.964,40.6
4628,118.23589,0.052101,0.095,22.668,40.6
4629,119.23589,0.014673,0.095,22.451,40.6
4630,120.23589,0,0.095,22.192,40.6
4631,121.23589,0,0.095,21.991,40.6
4632,122.23589,0,0.095,21.749,40.6
4633,123.23589,0,0.095,21.532,40.6
4634,124.23589,0,0.095,21.413,40.6
4635,125.23589,0,0.095,21.423,40.6
4636,126.23589,0,0.095,22.892,40.6
4637,127.23589,0,0.095,24.483,40.6
4638,128.23589,0,0.095,25.958,40.6
4639,129.23589,0,0.095,27.385,40.6
4640,130.23589,0,0.095,28.744,40.6
4641,131.23589,0,0.095,29.731,40.6
4642,132.23589,0,0.095,30.292,40.6
4643,133.23589,0,0.095,30.475,40.6
4644,134.23589,0,0.095,30.29,40.6
4645,135.23589,0,0.095,29.7,40.6
4646,136.23589,0.062188,0.095,28.658,40.6
4647,137.23589,0.15426,0.095,27.355,40.6
4648,138.23589,0.16016,0.095,25.934,40.6
4649,139.23589,0.1036,0.095,24.14,40.6
4650,140.23589,0.084862,0.095,22.406,40.6
4651,141.23589,0,0.095,21.542,40.6
4652,142.23589,0,0.095,21.137,40.6
4653,143.23589,0.062188,0.095,20.878,40.6
4654,144.23589,0.15426,0.095,20.734,40.6
4655,145.23589,0.16016,0.095,20.632,40.6
4656,146.23589,0.1036,0.095,20.6,40.6
4657,147.23589,0.084862,0.095,20.671,40.6
4658,148.23589,0.052101,0.095,20.618,40.6
4659,149.23589,0.014673,0.095,20.409,40.6
4660,150.23589,0,0.095,21.418,40.6
4661,151.23589,0,0.095,23.585,40.6
4662,152.23589,0,0.095,25.855,40.6
4663,153.23589,0,0.095,27.806,40.6
4664,154.23589,0,0.095,29.476,40.6
4665,155.23589,0,0.095,30.655,40.6
4666,156.23589,0,0.095,31.374,40.6
4667,157.23589,0,0.095,31.624,40.6
4668,158.23589,0,0.095,31.483,40.6
4669,159.23589,0,0.095,30.992,40.6
4670,160.23589,0,0.095,30.158,40.6
4671,161.23589,0,0.095,28.931,40.6
4672,162.23589,0,0.095,27.432,40.6
4673,163.23589,0,0.095,25.276,40.6
4674,164.23589,0,0.095,23.37,40.6
4675,165.23589,0,0.095,22.321,40.6
4676,166.23589,0.062188,0.095,21.496,40.6
4677,167.23589,0.15426,0.095,21.021,40.6
4678,168.23589,0.16016,0.095,20.658,40.6
4679,169.23589,0.1036,0.095,20.35,40.6
4680,170.23589,0.084862,0.095,20.25,40.6
4681,171.23589,0,0.095,20.197,40.6
4682,172.23589,0,0.095,20.165,40.6
4683,173.23589,0.062188,0.095,20.235,40.6
4684,174.23589,0.15426,0.095,21.431,40.6
4685,175.23589,0.16016,0.095,23.796,40.6
4686,176.23589,0.1036,0.095,26.056,40.6
4687,177.23589,0.084862,0.095,27.853,40.6
4688,178.23589,0.052101,0.095,29.175,40.6
4689,179.23589,0.014673,0.095,30.021,40.6
4690,180.23589,0,0.095,30.393,40.6
4691,181.23589,0,0.095,30.391,40.6
4692,182.23589,0,0.095,30.102,40.6
4693,183.23589,0,0.095,29.584,40.6
4694,184.23589,0,0.095,28.713,40.6
4695,185.23589,0,0.095,27.473,40.6
4696,186.23589,0,0.095,26.111,40.6
4697,187.23589,0,0.095,24.548,40.6
4698,188.23589,0,0.095,23.267,40.6
4699,189.23589,0,0.095,22.592,40.6
4700,190.23589,0,0.095,21.999,40.6
4701,191.23589,0,0.095,21.736,40.6
4702,192.23589,0,0.095,21.467,40.6
4703,193.23589,0,0.095,21.189,40.6
4704,194.23589,0,0.095,20.967,40.6
4705,195.23589,0,0.095,20.878,40.6
4706,196.23589,0.062188,0.095,20.861,40.6
4707,197.23589,0.15426,0.095,20.965,40.6
4708,198.23589,0.16016,0.095,22.437,40.6
4709,199.23589,0.1036,0.095,24.308,40.6
4710,200.23589,0.084862,0.095,26.325,40.6
4711,201.23589,0,0.095,28.163,40.6
4712,202.23589,0,0.095,29.532,40.6
4713,203.23589,0.062188,0.095,30.444,40.6
4714,204.23589,0.15426,0.095,30.923,40.6
4715,205.23589,0.16016,0.095,31.093,40.6
4716,206.23589,0.1036,0.095,31.056,40.6
4717,207.23589,0.084862,0.095,30.788,40.6
4718,208.23589,0.052101,0.095,30.147,40.6
4719,209.23589,0.014673,0.095,29.202,40.6
4720,210.23589,0,0.095,27.955,40.6
4721,211.23589,0,0.095,25.692,40.6
4722,212.23589,0,0.095,23.831,40.6
4723,213.23589,0,0.095,23.329,40.6
4724,214.23589,0,0.095,23.205,40.6
4725,215.23589,0,0.095,23.531,40.6
4726,216.23589,0,0.095,23.842,40.6
4727,217.23589,0,0.095,23.848,40.6
4728,218.23589,0,0.095,23.484,40.6
4729,219.23589,0,0.095,23.051,40.6
4730,220.23589,0,0.095,22.669,40.6
4731,221.23589,0,0.095,22.384,40.6
4732,222.23589,0,0.095,24.23,40.6
4733,223.23589,0,0.095,27.409,40.6
4734,224.23589,0,0.095,30.387,40.6
4735,225.23589,0,0.095,33.036,40.6
4736,226.23589,0.062188,0.095,34.946,40.6
4737,227.23589,0.15426,0.095,36.225,40.6
4738,228.23589,0.16016,0.095,36.881,40.6
4739,229.23589,0.1036,0.095,36.801,40.6
4740,230.23589,0.084862,0.095,35.889,40.6
4741,231.23589,0,0.095,34.66,40.6
4742,232.23589,0,0.095,33.152,40.6
4743,233.23589,0.062188,0.095,31.352,40.6
4744,234.23589,0.15426,0.095,29.369,40.6
4745,235.23589,0.16016,0.095,27.267,40.6
4746,236.23589,0.1036,0.095,25.699,40.6
4747,237.23589,0.084862,0.095,24.791,40.6
4748,238.23589,0.052101,0.095,24.005,40.6
4749,239.23589,0.014673,0.095,23.591,40.6
4750,240.23589,0,0.095,23.36,40.6
4751,241.23589,0,0.095,23.167,40.6
4752,242.23589,0,0.095,22.955,40.6
4753,243.23589,0,0.095,22.75,40.6
4754,244.23589,0,0.095,22.602,40.6
4755,245.23589,0,0.095,22.488,40.6
4756,246.23589,0,0.095,23.77,40.6
4757,247.23589,0,0.095,25.262,40.6
4758,248.23589,0,0.095,27.008,40.6
4759,249.23589,0,0.095,28.525,40.6
4760,250.23589,0,0.095,29.691,40.6
4761,251.23589,0,0.095,30.41,40.6
4762,252.23589,0,0.095,30.638,40.6
4763,253.23589,0,0.095,30.468,40.6
4764,254.23589,0,0.095,30.045,40.6
4765,255.23589,0,0.095,29.408,40.6
4766,256.23589,0.062188,0.095,28.564,40.6
4767,257.23589,0.15426,0.095,27.528,40.6
4768,258.23589,0.16016,0.095,26.278,40.6
4769,259.23589,0.1036,0.095,24.77,40.6
4770,260.23589,0.084862,0.095,23.392,40.6
4771,261.23589,0,0.095,22.616,40.6
4772,262.23589,0,0.095,22.112,40.6
4773,263.23589,0.062188,0.095,21.736,40.6
4774,264.23589,0.15426,0.095,21.546,40.6
4775,265.23589,0.16016,0.095,21.372,40.6
4776,266.23589,0.1036,0.095,21.217,40.6
4777,267.23589,0.084862,0.095,21.248,40.6
4778,268.23589,0.052101,0.095,21.271,40.6
4779,269.23589,0.014673,0.095,21.301,40.6
4780,270.23589,0,0.095,22.672,40.6
4781,271.23589,0,0.095,24.452,40.6
4782,272.23589,0,0.095,26.24,40.6
4783,273.23589,0,0.095,27.935,40.6
4784,274.23589,0,0.095,29.322,40.6
4785,275.23589,0,0.095,30.286,40.6
4786,276.23589,0,0.095,30.725,40.6
4787,277.23589,0,0.095,30.759,40.6
4788,278.23589,0,0.095,30.402,40.6
4789,279.23589,0,0.095,29.716,40.6
4790,280.23589,0,0.095,28.678,40.6
4791,281.23589,0,0.095,27.358,40.6
4792,282.23589,0,0.095,25.816,40.6
4793,283.23589,0,0.095,24.028,40.6
4794,284.23589,0,0.095,22.71,40.6
4795,285.23589,0,0.095,22.209,40.6
4796,286.23589,0.062188,0.095,21.863,40.6
4797,287.23589,0.15426,0.095,21.405,40.6
4798,288.23589,0.16016,0.095,21.054,40.6
4799,289.23589,0.1036,0.095,20.785,40.6
4800,290.23589,0.084862,0.095,20.524,40.6
4801,291.23589,0,0.095,20.274,40.6
4802,292.23589,0,0.095,20.023,40.6
4803,293.23589,0.062188,0.095,19.751,40.6
4804,294.23589,0.15426,0.095,21.576,40.6
4805,295.23589,0.16016,0.095,23.778,40.6
4806,296.23589,0.1036,0.095,26.439,40.6
4807,297.23589,0.084862,0.095,28.9,40.6
4808,298.23589,0.052101,0.095,30.605,40.6
4809,299.23589,0.014673,0.095,31.569,40.6
4810,300.23589,0,0.095,31.876,40.6
4811,301.23589,0,0.095,31.546,40.6
4812,302.23589,0,0.095,30.731,40.6
4813,303.23589,0,0.095,29.546,40.6
4814,304.23589,0,0.095,28.284,40.6
4815,305.23589,0,0.095,27.022,40.6
4816,306.23589,0,0.095,25.558,40.6
4817,307.23589,0,0.095,23.842,40.6
4818,308.23589,0,0.095,22.54,40.6
4819,309.23589,0,0.095,21.943,40.6
4820,310.23589,0,0.095,21.631,40.6
4821,311.23589,0,0.095,21.38,40.6
4822,312.23589,0,0.095,21.214,40.6
4823,313.23589,0,0.095,21.096,40.6
4824,314.23589,0,0.095,20.963,40.6
4825,315.23589,0,0.095,20.82,40.6
4826,316.23589,0.062188,0.095,20.781,40.6
4827,317.23589,0.15426,0.095,20.826,40.6
4828,318.23589,0.16016,0.095,22.628,40.6
4829,319.23589,0.1036,0.095,24.676,40.6
4830,320.23589,0.084862,0.095,26.871,40.6
4831,321.23589,0,0.095,28.885,40.6
4832,322.23589,0,0.095,30.418,40.6
4833,323.23589,0.062188,0.095,31.331,40.6
4834,324.23589,0.15426,0.095,31.589,40.6
4835,325.23589,0.16016,0.095,31.33,40.6
4836,326.23589,0.1036,0.095,30.809,40.6
4837,327.23589,0.084862,0.095,30.156,40.6
4838,328.23589,0.052101,0.095,29.208,40.6
4839,329.23589,0.014673,0.095,27.948,40.6
4840,330.23589,0,0.095,26.482,40.6
4841,331.23589,0,0.095,24.702,40.6
4842,332.23589,0,0.095,23.336,40.6
4843,333.23589,0,0.095,22.661,40.6
4844,334.23589,0,0.095,22.224,40.6
4845,335.23589,0,0.095,21.842,40.6
4846,336.23589,0,0.095,21.698,40.6
4847,337.23589,0,0.095,21.484,40.6
4848,338.23589,0,0.095,21.209,40.6
4849,339.23589,0,0.095,21.037,40.6
4850,340.23589,0,0.095,20.98,40.6
4851,341.23589,0,0.095,21.073,40.6
4852,342.23589,0,0.095,22.772,40.6
4853,343.23589,0,0.095,25.254,40.6
4854,344.23589,0,0.095,28.099,40.6
4855,345.23589,0,0.095,30.385,40.6
4856,346.23589,0.062188,0.095,32.087,40.6
4857,347.23589,0.15426,0.095,33.079,40.6
4858,348.23589,0.16016,0.095,33.471,40.6
4859,349.23589,0.1036,0.095,33.417,40.6
4860,350.23589,0.084862,0.095,33.052,40.6
4861,351.23589,0,0.095,32.47,40.6
4862,352.23589,0,0.095,31.584,40.6
4863,353.23589,0.062188,0.095,30.284,40.6
4864,354.23589,0.15426,0.095,28.728,40.6
4865,355.23589,0.16016,0.095,26.323,40.6
4866,356.23589,0.1036,0.095,24.245,40.6
4867,357.23589,0.084862,0.095,23.241,40.6
4868,358.23589,0.052101,0.095,22.632,40.6
4869,359.23589,0.014673,0.095,22.233,40.6
4870,360.23589,0,0.095,22.02,40.6
4871,361.23589,0,0.095,21.844,40.6
4872,362.23589,0,0.095,21.906,40.6
4873,363.23589,0,0.095,21.981,40.6
4874,364.23589,0,0.095,22.138,40.6
4875,365.23589,0,0.095,22.345,40.6
4876,366.23589,0,0.095,23.566,40.6
4877,367.23589,0,0.095,26.424,40.6
4878,368.23589,0,0.095,29.219,40.6
4879,369.23589,0,0.095,31.22,40.6
4880,370.23589,0,0.095,32.419,40.6
4881,371.23589,0,0.095,33.081,40.6
4882,372.23589,0,0.095,33.151,40.6
4883,373.23589,0,0.095,32.929,40.6
4884,374.23589,0,0.095,32.575,40.6
4885,375.23589,0,0.095,31.986,40.6
4886,376.23589,0.062188,0.095,31.104,40.6
4887,377.23589,0.15426,0.095,29.848,40.6
4888,378.23589,0.16016,0.095,28.276,40.6
4889,379.23589,0.1036,0.095,25.768,40.6
4890,380.23589,0.084862,0.095,23.734,40.6
4891,381.23589,0,0.095,22.99,40.6
4892,382.23589,0,0.095,22.595,40.6
4893,383.23589,0.062188,0.095,22.347,40.6
4894,384.23589,0.15426,0.095,22.108,40.6
4895,385.23589,0.16016,0.095,21.858,40.6
4896,386.23589,0.1036,0.095,21.652,40.6
4897,387.23589,0.084862,0.095,21.544,40.6
4898,388.23589,0.052101,0.095,21.568,40.6
4899,389.23589,0.014673,0.095,21.708,40.6
4900,390.23589,0,0.095,22.785,40.6
4901,391.23589,0,0.095,25.33,40.6
4902,392.23589,0,0.095,28.063,40.6
4903,393.23589,0,0.095,30.055,40.6
4904,394.23589,0,0.095,31.331,40.6
4905,395.23589,0,0.095,32.13,40.6
4906,396.23589,0,0.095,32.468,40.6
4907,397.23589,0,0.095,32.48,40.6
4908,398.23589,0,0.095,32.238,40.6
4909,399.23589,0,0.095,31.757,40.6
4910,400.23589,0,0.095,30.942,40.6
4911,401.23589,0,0.095,29.745,40.6
4912,402.23589,0,0.095,28.296,40.6
4913,403.23589,0,0.095,25.773,40.6
4914,404.23589,0,0.095,23.851,40.6
4915,405.23589,0,0.095,23.249,40.6
4916,406.23589,0.062188,0.095,22.873,40.6
4917,407.23589,0.15426,0.095,22.752,40.6
4918,408.23589,0.16016,0.095,22.632,40.6
4919,409.23589,0.1036,0.095,22.46,40.6
4920,410.23589,0.084862,0.095,22.355,40.6
4921,411.23589,0,0.095,22.391,40.6
4922,412.23589,0,0.095,22.513,40.6
4923,413.23589,0.062188,0.095,22.565,40.6
4924,414.23589,0.15426,0.095,23.173,40.6
4925,415.23589,0.16016,0.095,25.728,40.6
4926,416.23589,0.1036,0.095,28.495,40.6
4927,417.23589,0.084862,0.095,30.637,40.6
4928,418.23589,0.052101,0.095,32.036,40.6
4929,419.23589,0.014673,0.095,32.817,40.6
4930,420.23589,0,0.095,33.097,40.6
4931,421.23589,0,0.095,32.88,40.6
4932,422.23589,0,0.095,32.358,40.6
4933,423.23589,0,0.095,31.667,40.6
4934,424.23589,0,0.095,30.78,40.6
4935,425.23589,0,0.095,29.526,40.6
4936,426.23589,0,0.095,27.983,40.6
4937,427.23589,0,0.095,25.264,40.6
4938,428.23589,0,0.095,23.254,40.6
4939,429.23589,0,0.095,22.283,40.6
4940,430.23589,0,0.095,21.566,40.6
4941,431.23589,0,0.095,21.061,40.6
4942,432.23589,0,0.095,20.641,40.6
4943,433.23589,0,0.095,20.302,40.6
4944,434.23589,0,0.095,20.034,40.6
4945,435.23589,0,0.095,19.85,40.6
4946,436.23589,0.062188,0.095,20.033,40.6
4947,437.23589,0.15426,0.095,20.418,40.6
4948,438.23589,0.16016,0.095,21.8,40.6
4949,439.23589,0.1036,0.095,24.576,40.6
4950,440.23589,0.084862,0.095,27.673,40.6
4951,441.23589,0,0.095,30.242,40.6
4952,442.23589,0,0.095,32.265,40.6
4953,443.23589,0.062188,0.095,33.409,40.6
4954,444.23589,0.15426,0.095,33.79,40.6
4955,445.23589,0.16016,0.095,33.619,40.6
4956,446.23589,0.1036,0.095,32.973,40.6
4957,447.23589,0.084862,0.095,31.974,40.6
4958,448.23589,0.052101,0.095,30.745,40.6
4959,449.23589,0.014673,0.095,29.256,40.6
4960,450.23589,0,0.095,27.514,40.6
4961,451.23589,0,0.095,25.224,40.6
4962,452.23589,0,0.095,23.464,40.6
4963,453.23589,0,0.095,22.704,40.6
4964,454.23589,0,0.095,22.275,40.6
4965,455.23589,0,0.095,21.936,40.6
4966,456.23589,0,0.095,21.661,40.6
4967,457.23589,0,0.095,21.437,40.6
4968,458.23589,0,0.095,21.14,40.6
4969,459.23589,0,0.095,20.97,40.6
4970,460.23589,0,0.095,20.842,40.6
4971,461.23589,0,0.095,20.794,40.6
4972,462.23589,0,0.095,22.605,40.6
4973,463.23589,0,0.095,25.303,40.6
4974,464.23589,0,0.095,28.199,40.6
4975,465.23589,0,0.095,30.233,40.6
4976,466.23589,0.062188,0.095,31.573,40.6
4977,467.23589,0.15426,0.095,32.244,40.6
4978,468.23589,0.16016,0.095,32.397,40.6
4979,469.23589,0.1036,0.095,32.246,40.6
4980,470.23589,0.084862,0.095,31.965,40.6
4981,471.23589,0,0.095,31.411,40.6
4982,472.23589,0,0.095,30.51,40.6
4983,473.23589,0.062188,0.095,29.252,40.6
4984,474.23589,0.15426,0.095,27.737,40.6
4985,475.23589,0.16016,0.095,25.801,40.6
4986,476.23589,0.1036,0.095,24.311,40.6
4987,477.23589,0.084862,0.095,23.496,40.6
4988,478.23589,0.052101,0.095,22.761,40.6
4989,479.23589,0.014673,0.095,22.194,40.6
4990,480.23589,0,0.095,21.836,40.6
4991,481.23589,0,0.095,21.577,40.6
4992,482.23589,0,0.095,21.547,40.6
4993,483.23589,0,0.095,21.485,40.6
4994,484.23589,0,0.095,21.479,40.6
4995,485.23589,0,0.095,21.547,40.6
4996,486.23589,0,0.095,22.677,40.6
4997,487.23589,0,0.095,24.898,40.6
4998,488.23589,0,0.095,27.389,40.6
4999,489.23589,0,0.095,29.489,40.6
5000,490.23589,0,0.095,30.918,40.6
5001,491.23589,0,0.095,31.732,40.6
5002,492.23589,0,0.095,31.985,40.6
5003,493.23589,0,0.095,31.959,40.6
5004,494.23589,0,0.095,31.742,40.6
5005,495.23589,0,0.095,31.235,40.6
5006,496.23589,0.062188,0.095,30.256,40.6
5007,497.23589,0.15426,0.095,28.876,40.6
5008,498.23589,0.16016,0.095,27.33,40.6
5009,499.23589,0.1036,0.095,25.425,40.6
5010,500.23589,0.084862,0.095,23.844,40.6
5011,501.23589,0,0.095,22.876,40.6
5012,502.23589,0,0.095,22.171,40.6
5013,503.23589,0.062188,0.095,21.766,40.6
5014,504.23589,0.15426,0.095,21.594,40.6
5015,505.23589,0.16016,0.095,21.462,40.6
5016,506.23589,0.1036,0.095,21.376,40.6
5017,507.23589,0.084862,0.095,21.306,40.6
5018,508.23589,0.052101,0.095,21.256,40.6
5019,509.23589,0.014673,0.095,21.23,40.6
5020,510.23589,0,0.095,22.037,40.6
5021,511.23589,0,0.095,24.134,40.6
5022,512.23589,0,0.095,26.922,40.6
5023,513.23589,0,0.095,29.885,40.6
5024,514.23589,0,0.095,31.919,40.6
5025,515.23589,0,0.095,33.154,40.6
5026,516.23589,0,0.095,33.826,40.6
5027,517.23589,0,0.095,33.995,40.6
5028,518.23589,0,0.095,33.678,40.6
5029,519.23589,0,0.095,32.864,40.6
5030,520.23589,0,0.095,31.574,40.6
5031,521.23589,0,0.095,29.827,40.6
5032,522.23589,0,0.095,27.905,40.6
5033,523.23589,0,0.095,25.72,40.6
5034,524.23589,0,0.095,24.079,40.6
5035,525.23589,0,0.095,23.378,40.6
5036,526.23589,0.062188,0.095,23.014,40.6
5037,527.23589,0.15426,0.095,22.551,40.6
5038,528.23589,0.16016,0.095,22.339,40.6
5039,529.23589,0.1036,0.095,22.388,40.6
5040,530.23589,0.084862,0.095,22.697,40.6
5041,531.23589,0,0.095,23,40.6
5042,532.23589,0,0.095,23.182,40.6
5043,533.23589,0.062188,0.095,23.133,40.6
5044,534.23589,0.15426,0.095,23.708,40.6
5045,535.23589,0.16016,0.095,26.417,40.6
5046,536.23589,0.1036,0.095,29.516,40.6
5047,537.23589,0.084862,0.095,31.987,40.6
5048,538.23589,0.052101,0.095,33.691,40.6
5049,539.23589,0.014673,0.095,34.747,40.6
5050,540.23589,0,0.095,35.153,40.6
5051,541.23589,0,0.095,35.099,40.6
5052,542.23589,0,0.095,34.63,40.6
5053,543.23589,0,0.095,33.71,40.6
5054,544.23589,0,0.095,32.447,40.6
5055,545.23589,0,0.095,30.835,40.6
5056,546.23589,0,0.095,29.002,40.6
5057,547.23589,0,0.095,26.668,40.6
5058,548.23589,0,0.095,24.996,40.6
5059,549.23589,0,0.095,24.127,40.6
5060,550.23589,0,0.095,23.367,40.6
5061,551.23589,0,0.095,22.938,40.6
5062,552.23589,0,0.095,22.624,40.6
5063,553.23589,0,0.095,22.409,40.6
5064,554.23589,0,0.095,22.278,40.6
5065,555.23589,0,0.095,22.264,40.6
5066,556.23589,0.062188,0.095,22.372,40.6
5067,557.23589,0.15426,0.095,22.512,40.6
5068,558.23589,0.16016,0.095,23.453,40.6
5069,559.23589,0.1036,0.095,26.305,40.6
5070,560.23589,0.084862,0.095,29.628,40.6
5071,561.23589,0,0.095,32.178,40.6
5072,562.23589,0,0.095,33.524,40.6
5073,563.23589,0.062188,0.095,34.221,40.6
5074,564.23589,0.15426,0.095,34.545,40.6
5075,565.23589,0.16016,0.095,34.643,40.6
5076,566.23589,0.1036,0.095,34.415,40.6
5077,567.23589,0.084862,0.095,33.837,40.6
5078,568.23589,0.052101,0.095,32.917,40.6
5079,569.23589,0.014673,0.095,31.627,40.6
5080,570.23589,0,0.095,30.066,40.6
5081,571.23589,0,0.095,27.69,40.6
5082,572.23589,0,0.095,26.005,40.6
5083,573.23589,0,0.095,25.28,40.6
5084,574.23589,0,0.095,24.856,40.6
5085,575.23589,0,0.095,24.442,40.6
5086,576.23589,0,0.095,23.901,40.6
5087,577.23589,0,0.095,23.22,40.6
5088,578.23589,0,0.095,22.706,40.6
5089,579.23589,0,0.095,22.303,43.7
5090,580.23589,0,0.095,21.991,43.7
5091,581.23589,0,0.095,21.799,43.7
5092,582.23589,0,0.095,23.271,43.7
5093,583.23589,0,0.095,25.954,43.7
5094,584.23589,0,0.095,28.607,43.7
5095,585.23589,0,0.095,30.683,43.7
5096,586.23589,0.062188,0.095,31.875,43.7
5097,587.23589,0.15426,0.095,32.567,43.7
5098,588.23589,0.16016,0.095,32.773,43.7
5099,589.23589,0.1036,0.095,32.49,43.7
5100,590.23589,0.084862,0.095,31.91,43.7
5101,591.23589,0,0.095,31.075,43.7
5102,592.23589,0,0.095,29.917,43.7
5103,593.23589,0.062188,0.095,28.496,43.7
